Date/Time,ZONE_F1:Zone Mean Air Temperature [C](Hourly),ZONE_F2:Zone Mean Air Temperature [C](Hourly),ZONE_F3:Zone Mean Air Temperature [C](Hourly) 
 01/10  21:00:00,22.55236937768655,22.990602785467424,23.02643437912156 
 01/10  22:00:00,22.390315577788613,22.888865077829426,22.814685328229963 
 01/10  23:00:00,21.755570950728806,22.346964842125445,22.17491918361911 
 01/10  24:00:00,21.295269072203155,22.058107132788958,21.763559387361198 
 01/11  01:00:00,21.076705102740124,21.91316499554832,21.538888015186444 
 01/11  02:00:00,20.875056904163895,21.76282626177174,21.317527711198917 
 01/11  03:00:00,20.688792606760362,21.61873697773909,21.105347411152607 
 01/11  04:00:00,20.543590402479367,21.493222789853437,20.920612530859554 
 01/11  05:00:00,20.41321523600937,21.366868211479876,20.73916800683554 
 01/11  06:00:00,20.29728332759966,21.246940894594577,20.571147509255315 
 01/11  07:00:00,20.22239687264682,21.150754476822627,20.437629865747297 
 01/11  08:00:00,20.296629267606463,21.15333974435345,20.446792441763947 
 01/11  09:00:00,21.297572559891275,21.802561309293097,21.219478943633327 
 01/11  10:00:00,22.377434915917355,22.399682153279482,22.01436230330018 
 01/11  11:00:00,22.986497248720013,22.752608960837566,22.678460295386355 
 01/11  12:00:00,23.404657423499707,23.0304050917089,23.20703414193538 
 01/11  13:00:00,23.63957584319469,23.215983534728952,23.56082987428023 
 01/11  14:00:00,23.854476193864205,23.408095003982012,23.900068629561897 
 01/11  15:00:00,23.956997502616172,23.53240110764169,24.122286337137055 
 01/11  16:00:00,23.885469863087856,23.55323884750984,24.156650254706413 
 01/11  17:00:00,23.531659888462308,23.426055792627707,23.897290605699965 
 01/11  18:00:00,23.10514396351045,23.24898849913442,23.51284167568563 
 01/11  19:00:00,22.806023187959106,23.114001351466236,23.210517040631323 
 01/11  20:00:00,22.68139845231763,23.06805389682266,23.076618183020127 
 01/11  21:00:00,22.570575704163545,23.015217089367148,22.946949125968473 
 01/11  22:00:00,22.48301559227702,22.968021172539615,22.8232598580857 
 01/11  23:00:00,21.923722885732914,22.484020867402286,22.256765991545812 
 01/11  24:00:00,21.52737643658634,22.20353685272492,21.924575759563517 
 01/12  01:00:00,21.387875713222204,22.11025064172548,21.774319496222493 
 01/12  02:00:00,21.27601477503448,22.01790040852715,21.637297550460303 
 01/12  03:00:00,21.172405236011194,21.925063211230757,21.50631552395476 
 01/12  04:00:00,21.072258726847785,21.832073790031295,21.37926283399935 
 01/12  05:00:00,20.974039121255526,21.73836040285456,21.25324760434265 
 01/12  06:00:00,20.885677888065906,21.650269552473254,21.13590285711632 
 01/12  07:00:00,20.81780044890887,21.573513436748105,21.035191365745465 
 01/12  08:00:00,20.901937251409937,21.598538764809796,21.082064011737373 
 01/12  09:00:00,21.843122360972707,22.24820843824947,21.858790262933738 
 01/12  10:00:00,22.593942198891888,22.67890673603611,22.499902242118292 
 01/12  11:00:00,22.78790757354272,22.799738949991553,22.77252674592412 
 01/12  12:00:00,22.997209425577125,22.95789998201897,23.065499687827163 
 01/12  13:00:00,23.157651351901812,23.093788893474674,23.32011787706237 
 01/12  14:00:00,23.41479611636318,23.303461441660374,23.69325829557032 
 01/12  15:00:00,23.52960848756145,23.41974514635969,23.93033059271151 
 01/12  16:00:00,23.722003571326674,23.581543942878135,24.19928045720635 
 01/12  17:00:00,23.675226980217893,23.609259054422655,24.27263284144091 
